hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,hunt_name,raw_hunt_name,species,sex_type,weapon,reported_draw_year,model_target_year,source_file,source_sha256,pdf_page_number,source_report_page,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_total_permits,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_total_permits,total_public_draw_permits,source_classification,database_hunt_name,database_species,database_weapon,database_hunt_type,database_permits_2025_draw_res,database_permits_2025_draw_nr,database_permits_2025_draw_total,database_permits_2025_draw_source,database_permits_2025_res,database_permits_2025_nr,database_permits_2025_total,database_comparison_status,review_note
GO6803,616,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6803,616,Nebo,Mountain Goat - Nebo - Any Legal Weapon,Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,72,449,892,8,8,16,1749,1,1,2,18,MOUNTAIN GOAT_OIL_BONUS_DRAW,Nebo,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,16,2,18,canonical_2026_source_of_truth_draw_results,16,2,18,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6804,102,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6804,102,High Uintas Kamas,Mountain Goat - High Uintas Kamas - Any Legal Weapon,Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,73,450,218,0,1,1,0,0,0,0,1,MOUNTAIN GOAT_OIL_BONUS_DRAW,High Uintas Kamas,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,1,0,1,canonical_2026_source_of_truth_draw_results,1,0,1,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6805,145,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6805,145,High Uintas Central,Mountain Goat - High Uintas Central - Any Legal Weapon,Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,74,451,288,3,2,5,0,0,0,0,5,MOUNTAIN GOAT_OIL_BONUS_DRAW,High Uintas Central,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,5,0,5,canonical_2026_source_of_truth_draw_results,5,0,5,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6806,146,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6806,146,High Uintas East,Mountain Goat - High Uintas East - Any Legal Weapon,Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,75,452,122,1,1,2,0,0,0,0,2,MOUNTAIN GOAT_OIL_BONUS_DRAW,High Uintas East,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,2,0,2,canonical_2026_source_of_truth_draw_results,2,0,2,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6807,147,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6807,147,High Uintas Leidy Peak,Mountain Goat - High Uintas Leidy Peak - Any Legal Weapon,Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,76,453,126,0,1,1,0,0,0,0,1,MOUNTAIN GOAT_OIL_BONUS_DRAW,High Uintas Leidy Peak,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,1,0,1,canonical_2026_source_of_truth_draw_results,1,0,1,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6808,148,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6808,148,High Uintas West,Mountain Goat - High Uintas West - Any Legal Weapon,Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,77,454,546,5,4,9,1594,1,1,2,11,MOUNTAIN GOAT_OIL_BONUS_DRAW,High Uintas West,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,9,2,11,canonical_2026_source_of_truth_draw_results,9,2,11,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6810,157,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6810,157,"Ogden, Willard Peak","Mountain Goat - Ogden, Willard Peak - Any Legal Weapon",Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,78,455,943,0,1,1,0,0,0,0,1,MOUNTAIN GOAT_OIL_BONUS_DRAW,"Ogden, Willard Peak",Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,1,0,1,canonical_2026_source_of_truth_draw_results,1,0,1,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6813,233,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6813,233,"Wasatch Mtns, Provo Peak","Mountain Goat - Wasatch Mtns, Provo Peak - Any Legal Weapon",Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,79,456,179,3,2,5,0,0,0,0,5,MOUNTAIN GOAT_OIL_BONUS_DRAW,"Wasatch Mtns, Provo Peak",Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,5,0,5,canonical_2026_source_of_truth_draw_results,5,0,5,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6814,630,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6814,630,Mt Dutton,Mountain Goat - Mt Dutton - Any Legal Weapon,Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,80,457,190,1,1,2,0,0,0,0,2,MOUNTAIN GOAT_OIL_BONUS_DRAW,Mt Dutton,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,2,0,2,canonical_2026_source_of_truth_draw_results,2,0,2,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6817,617,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6817,617,"La Sal, La Sal Mtns","Mountain Goat - La Sal, La Sal Mtns - Any Legal Weapon",Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,81,458,445,5,4,9,1634,1,1,2,11,MOUNTAIN GOAT_OIL_BONUS_DRAW,La Sal Mtns,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,9,2,11,canonical_2026_source_of_truth_draw_results,9,2,11,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6818,225,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6818,225,"Wasatch Mtns, Box Elder Peak","Mountain Goat - Wasatch Mtns, Box Elder Peak - Any Legal Weapon",Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,82,459,113,2,1,3,0,0,0,0,3,MOUNTAIN GOAT_OIL_BONUS_DRAW,"Wasatch Mtns, Box Elder Peak",Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,3,0,3,canonical_2026_source_of_truth_draw_results,3,0,3,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6819,231,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6819,231,"Wasatch Mtns, Lone Peak","Mountain Goat - Wasatch Mtns, Lone Peak - Any Legal Weapon",Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,83,460,115,0,1,1,0,0,0,0,1,MOUNTAIN GOAT_OIL_BONUS_DRAW,"Wasatch Mtns, Lone Peak",Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,1,0,1,canonical_2026_source_of_truth_draw_results,1,0,1,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6820,200,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6820,200,"Wasatch Mtns, Timpanogos","Mountain Goat - Wasatch Mtns, Timpanogos - Any Legal Weapon",Mountain Goat,Either Sex,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,84,461,605,4,4,8,1092,1,1,2,10,MOUNTAIN GOAT_OIL_BONUS_DRAW,"Wasatch Mtns, Timpanogos",Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,8,2,10,canonical_2026_source_of_truth_draw_results,8,2,10,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6821,616,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6821,616,Mountain Goat Archery - Nebo,Mountain Goat Archery - Nebo - Archery,Mountain Goat,Either Sex,Archery,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,85,462,368,6,5,11,0,0,0,0,11,MOUNTAIN GOAT_OIL_BONUS_DRAW,Nebo,Mountain Goat,Archery,Once-in-a-lifetime,11,0,11,canonical_2026_source_of_truth_draw_results,11,0,11,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
GO6822,628,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6822,628,Mountain Goat Archery - Beaver,Mountain Goat Archery - Beaver - Archery,Mountain Goat,Either Sex,Archery,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,86,463,170,1,1,2,0,0,0,0,2,MOUNTAIN GOAT_OIL_BONUS_DRAW,Beaver,Mountain Goat,Archery,Once-in-a-lifetime,2,0,2,canonical_2026_source_of_truth_draw_results,2,0,2,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6700,1,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6700,1,Antelope Island,Rocky Mountain Bighorn Sheep - Antelope Island - Any Legal Weapon,Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,87,588,683,0,1,1,0,0,0,0,1,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,Antelope Island,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,1,0,1,canonical_2026_source_of_truth_draw_results,1,0,1,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6701,15,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6701,15,"Book Cliffs, South","Rocky Mountain Bighorn Sheep - Book Cliffs, South - Any Legal Weapon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,88,589,985,3,2,5,5536,0,1,1,6,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,5,1,6,canonical_2026_source_of_truth_draw_results,5,1,6,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6703,20,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6703,20,"Box Elder, Newfoundland Mtn","Rocky Mountain Bighorn Sheep - Box Elder, Newfoundland Mtn - Any Legal Weapon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,89,590,749,2,1,3,0,0,0,0,3,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,3,0,3,canonical_2026_source_of_truth_draw_results,3,0,3,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6704,20,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6704,20,"Box Elder, Newfoundland Mtn","Rocky Mountain Bighorn Sheep - Box Elder, Newfoundland Mtn - Any Legal Weapon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,90,591,651,2,1,3,2689,0,1,1,4,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,3,1,4,canonical_2026_source_of_truth_draw_results,3,1,4,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6708,140,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6708,140,"North Slope, Three Corners","Rocky Mountain Bighorn Sheep - North Slope, Three Corners - Any Legal Weapon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,91,592,386,2,1,3,0,0,0,0,3,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"North Slope, Three Corners",Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,3,0,3,canonical_2026_source_of_truth_draw_results,3,0,3,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6709,143,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6709,143,"North Slope, Summit/west Daggett","Rocky Mountain Bighorn Sheep - North Slope, Summit/west Daggett - Any Legal Weapon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,92,593,583,2,2,4,0,0,0,0,4,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,4,0,4,canonical_2026_source_of_truth_draw_results,4,0,4,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6712,821,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6712,821,"Nine Mile, Gray Canyon","Rocky Mountain Bighorn Sheep - Nine Mile, Gray Canyon - Any Legal Weapon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,93,594,806,2,2,4,2339,1,1,2,6,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"Nine Mile, Gray Canyon",Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,4,2,6,canonical_2026_source_of_truth_draw_results,4,2,6,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6713,820,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6713,820,"Nine Mile, Jack Creek","Rocky Mountain Bighorn Sheep - Nine Mile, Jack Creek - Any Legal Weapon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,94,595,528,2,2,4,0,0,0,0,4,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"Nine Mile, Jack Creek",Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,4,0,4,canonical_2026_source_of_truth_draw_results,4,0,4,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6720,668,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6720,668,"Fillmore , Oak Creek","Rocky Mountain Bighorn Sheep - Fillmore , Oak Creek - Any Legal Weapon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,95,596,648,2,1,3,0,0,0,0,3,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,3,0,3,canonical_2026_source_of_truth_draw_results,3,0,3,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6721,75,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6721,75,"Oquirrh-stansbury, West","Rocky Mountain Bighorn Sheep - Oquirrh-stansbury, West - Any Legal Weapon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,96,597,383,2,1,3,0,0,0,0,3,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"Oquirrh-Stansbury, West",Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,3,0,3,canonical_2026_source_of_truth_draw_results,3,0,3,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6722,20,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6722,20,"Box Elder, Newfoundland Mtn","Rocky Mountain Bighorn Sheep Archery - Box Elder, Newfoundland Mtn - Archery",Rocky Mountain Bighorn Sheep,Ram,Archery,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,97,598,211,1,1,2,0,0,0,0,2,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Archery,Once-in-a-lifetime,2,0,2,canonical_2026_source_of_truth_draw_results,2,0,2,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6724,620,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6724,620,"Wasatch Mtns, West","Rocky Mountain Bighorn Sheep - Wasatch Mtns, West - Any Legal Weapon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,98,599,778,1,1,2,0,0,0,0,2,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,2,0,2,canonical_2026_source_of_truth_draw_results,2,0,2,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6725,616,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6725,616,Nebo,Rocky Mountain Bighorn Sheep - Nebo - Any Legal Weapon,Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,99,600,414,1,1,2,0,0,0,0,2,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,Nebo,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,2,0,2,canonical_2026_source_of_truth_draw_results,2,0,2,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6726,668,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6726,668,"Fillmore , Oak Creek","Rocky Mountain Bighorn Sheep - Fillmore , Oak Creek - Any Legal Weapon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,100,601,626,2,2,4,1721,0,1,1,5,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,4,1,5,canonical_2026_source_of_truth_draw_results,4,1,5,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
RS6727,668,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,RS6727,668,"Fillmore , Oak Creek","Rocky Mountain Bighorn Sheep Archery - Fillmore , Oak Creek - Archery",Rocky Mountain Bighorn Sheep,Ram,Archery,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,101,602,190,1,1,2,0,0,0,0,2,ROCKY MOUNTAIN BIGHORN SHEEP_OIL_BONUS_DRAW,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,Archery,Once-in-a-lifetime,2,0,2,canonical_2026_source_of_truth_draw_results,2,0,2,MATCH_DATABASE_2025_DRAW_PERMITS,Source totals match DATABASE.csv 2025 draw-results permit fields.
